idx,db_id,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text
238,261,opportunity,0.1096,0.4315,0.105,1,1,1,1,1,1,0.105,neutral,0.7878,0.5477097034454346,이사회 구조,G,이사회 구성 및 독립성,PwC는 이번 설문조사에서 이사회 구성원 교체에 대한 이사들의 생각도 조사했다. 이사회 구성원을 교체해야 한다고 응답한 비율은 45%에 달했다.
239,262,opportunity,0.1598,0.6524,0.1619,1,3,1,1,1,1,0.1157,neutral,0.8675,0.7520017027854919,기후변화·온실가스,E,Scope 3 배출량,"에너지 관리 및 자동화 분야 디지털 혁신을 선도하는 글로벌기업 슈나이더일렉트릭이 비영리협회 WAS(Women Action Sustainability)와 함께 공급망 탈탄소화에 대한 새로운 보고서를 발표했다고 밝혔다. 슈나이더일렉트릭은 보고서가 조직 공급망 파트너들이 업스트림 및 다운스트림 작업을 통해 간접적으로 생성되는 탄소 배출을 줄이는 데 중요한 역할을 강조하며, 관련 내용을 스코프 3(Scope 3)로 분류하고 있다고 설명했다."
240,263,risk,0.1409,0.4172,0.1873,3,1,1,1,2,2,0.2341,neutral,0.878,0.4751405119895935,에너지 관리,E,신재생에너지 전환,LS일렉트릭이 미국 신재생에너지 발전단지에 1200억원 규모의 전력설비를 공급한다. 급성장이 기대되는 북미 변압기 시장에서 본격적인 교두보를 확보했다는 평가가 나왔다. LS일렉트릭이 공급하는 변압기는 발전단지에서 생산한 전기를 고압으로 바꾸는 데 쓰일 예정이다. LS일렉트릭이 미국 시장에 수백 억원 단위의 변압기를 납품한 것은 처음이다.
241,264,risk,0.0993,0.3664,0.0914,1,1,1,1,1,2,0.1279,neutral,0.6852,0.5347306132316589,에너지 관리,E,신재생에너지 전환,"일본 화학기업 카네카가 빌딩 벽면에 붙여 발전할 수 있는 태양광 발전 패널 건자재의 생산을 2030년까지 3배로 늘린다. 향후 건자재 일체형 태양광 발전이 활성화되면, 현재 일본 국내에서 가동되는 태양광 발전에 맞먹는 실적을 올릴 것으로 기대됐다. 회사는 2030년까지 현재의 3배인 연간 30만 생산량을 목표로 하고 있다. 이는 도쿄 돔 6.4개를 모두 두를 수 있는 규모다."
242,265,risk,0.1639,0.4967,0.1839,3,1,1,1,3,2,0.2988,neutral,0.8619,0.5763263702392578,에너지 관리,E,신재생에너지 전환,"일본 최대급 규모의 태양광 발전소가 나가사키에 들어선다. 올봄부터 본격적으로 착공해, 2025년 완공 및 상업 운전을 목표로 하고 있다. 나가사키신문은 최근 나가사키현 우쿠지마에 일본 최대급 태양광 발전소가 설립될 예정이라고 보도했다. 이에 따르면, 사업 투자액은 200억엔(약 1조8200억원)으로, 일본의 주요 전기 시공사 큐덴코와 쿄세라가 출자에 참가했다. 발전 능력은 480메가와트(MW)로, 연간 일반 가정 약 17만3000 세대에 공급할 수 있는 용량이다."
243,266,opportunity,0.1532,0.5332,0.2398,3,3,1,1,1,1,0.1199,neutral,0.8993,0.5928548574447632,에너지 관리,E,신재생에너지 전환,"삼일PwC에 따르면, 이 회사는 이달 들어 에너지트랜지션센터(Energy Transition Center)를 설립했다. 센터는 기존 에너지 산업 인수 합병(M A) 전문가들이 모인 조직이다. 친환경 저탄소 에너지 시스템 전환을 위한 세계적인 움직임에 따른 산업의 근본적 변화에 대응한다. 삼정KPMG도 새해를 겨냥해 다양한 태스크포스(TF)를 신설하고 있으며, 지난달에는 디지털 전환 전문가인 조재박 부대표를 센터장으로, 전사 인공지능(AI) 역량을 집결한 AI센터 를 업계 최초로 발족했다. AI 기술로 운영 업무 효율화, 리스크 사전 탐지 내부통제, AI 기반 회계처리 결산 검증대사 재무분석을 수행하는 상품을 제공한다. EY한영도 생성형 AI TF를 상설화했다."
244,267,risk,0.1588,0.6111,0.154,1,1,2,1,1,2,0.1658,neutral,0.8884,0.6878743171691895,기후변화·온실가스,E,Scope 1·2 배출량,"KT G가 탄소중립 실천을 위해 전력구매계약(Power Purchase Agreement PPA)을 맺었다고 3일 밝혔다. 이번 체결을 통해 KT G는 총 전력 사용량의 7.5%를 재생전력으로 대체함으로써, 온실가스 배출량 6640톤 감축할 것으로 전망했다. KT G는 앞으로 PPA 추가 계약을 통해 재생에너지 사용을 지속적으로 확대하겠다고 했다."
245,268,risk,0.1588,0.6111,0.154,1,1,2,1,1,2,0.1658,neutral,0.8884,0.6878743171691895,에너지 관리,E,신재생에너지 전환,"KT G가 탄소중립 실천을 위해 전력구매계약(Power Purchase Agreement PPA)을 맺었다고 3일 밝혔다. 이번 체결을 통해 KT G는 총 전력 사용량의 7.5%를 재생전력으로 대체함으로써, 온실가스 배출량 6640톤 감축할 것으로 전망했다. KT G는 앞으로 PPA 추가 계약을 통해 재생에너지 사용을 지속적으로 확대하겠다고 했다."
246,269,opportunity,0.1442,0.5961,0.1373,2,1,1,1,1,1,0.1056,neutral,0.7923,0.7523494958877563,이사회 구조,G,이사회 구성 및 독립성,"한국ESG기준원은 최근 기업의 사외이사후보추천위원회의 현황을 분석해서 발표했다. 현황을 조사한 결과, 독립성 확보를 위해 개선이 필요한 측면이 상당수 발견됐다. 사외이사후보추천위 기능의 제한은 이사회 경영감독 기능의 악화로 이어지게 되므로, 기관투자자는 사외이사후보추천위가 제 기능을 발휘해 이사회 구성원의 전문성과 다양성을 충분히 고려해 사외이사 후보를 추천할 수 있도록 해야 한다고 주장했다. 최근 3년간 비금융 상장기업에 대한 사외이사후보추천위원회 운영 현황을 분석한 결과, 이사회 내 사외이사후보추천위원회를 자발적으로 설치하는 기업이 지속적으로 증가하고 있는 점은 긍정적이었다. 그러나 사외이사후보추천위원회 구성의 독립성 측면에서 개선 활동이 필요한 상장기업이 상당수 발견됐다."
247,270,opportunity,0.157,0.5437,0.1904,3,1,1,1,2,1,0.1904,neutral,0.8923,0.6093235611915588,에너지 관리,E,신재생에너지 전환,"신한은행이 지난해 총 1500억원 규모의 한국형 녹색채권 발행에 성공했다고 밝혔다. 신한은행에 따르면, 2023년 8월 1000억원에 이어 12월에 500억원을 추가 발행했다. 신한은행은 환경부 주관 한국형 녹색채권 발행 이차보전 지원사업 에 참여 중이다. 2023년 발행된 녹색채권 중 1000억원은 태양광 바이오매스 발전사업 등 신재생에너지 프로젝트에 지원됐고, 500억원은 녹색분류체계 적합성 검토를 받은 전기차 구입 대출에 쓰일 예정이다."
248,271,risk,0.1134,0.4265,0.1005,1,1,1,1,1,2,0.1407,neutral,0.7535,0.5659598112106323,기후변화·온실가스,E,Scope 3 배출량,"에쓰오일이 지난달 서울 마곡산업단지에 미래 성장을 위한 기술개발(TS D)센터를 준공하고, 현재 울산에 건설 중인 샤힌(아랍어로 매 라는 뜻) 프로젝트에 적용할 석유화학 선도 기술을 집중적으로 개발하고 있다. TS D센터는 샤힌 프로젝트가 완공되는 오는 2026년 이후 양산되는 올레핀 다운스트림 분야에서 신기술 역량 강화를 위한 핵심 역할을 수행하게 된다. 에쓰오일은 TS D센터 건설을 성공적으로 마무리함에 따라 샤힌 프로젝트의 기술 경쟁력도 안정적으로 확보될 것으로 기대하고 있다."
249,272,opportunity,0.1432,0.5915,0.1222,1,1,1,1,1,1,0.1222,neutral,0.9167,0.6452301740646362,기후변화·온실가스,E,기후 거버넌스·인벤토리,"기업 내부 및 외부기관 시스템과 연동한 데이터 자동입력을 지원해 탄소 데이터 관리의 편의성을 개선했고, 최신 탄소 관련 제도 및 정보에 맞춰 배출계수 등을 지속적으로 업데이트해 데이터의 신뢰성을 높일 수 있다."
250,273,opportunity,0.135,0.5218,0.1505,1,1,2,1,1,1,0.1158,neutral,0.8682,0.6010288596153259,기후변화·온실가스,E,Scope 3 배출량,"EU 의회와 이사회는 기업 지속가능성실사지침(CSDDD 이하 공급망실사법)의 적용 범위에서 금융업종을 제외하기로 잠정 합의했다. EU 정책 전문 매체 유랙티브의 보도에 따르면, 이번에 타결된 합의안의 주요 내용은 공급망실사법의 금융업종 적용 제외와 기후변화를 위한 전환계획의 수립과 시행 의무화의 진전이다. EU 이사회는 최종 합의안에 따라 공급망실사법의 적용 범위에 금융 부문을 잠정 제외하며, 향후 적용을 위한 검토 조항이 포함될 것이라고 밝혔다. 이에 따라 금융기관의 핵심 사업인 투자 및 대출 활동은 EU 공급망실사법의 적용 범위에서 제외되며, 금융기관들은 업스트림 공급망에 대한 실사 의무만을 지게 된다. 금융기관이 사실상 자사의 인권 침해와 환경적 피해 여부만 고려하면 된다는 의미다."
251,274,opportunity,0.07,0.2961,0.0559,1,1,1,1,1,1,0.0559,neutral,0.4195,0.7059544920921326,인적자원 관리,S,다양성 및 형평성 (DEI),"지속가능경영을 위해 이사회의 독립성이 요구되고 있지만, 국내 상장사의 이사회 독립성은 여전히 미흡한 것으로 나타났다. 또, 이사회에 여성 이사를 보유한 회사 비율이 고작 9%에 불과해 다양성 측면에서도 아직 갈 길이 먼 것으로 조사됐다. 삼일PwC 거버넌스센터는 이 같은 내용을 담은 2023 이사회 트렌드 리포트 를 최근 발간했다고 6일 밝혔다. 보고서에 따르면, 이사회 독립성 관련 지표인 대표이사와 이사회 의장의 분리 비율은 국내 상장사 가운데 34%에 그친 것으로 집계됐다. 대표이사와 이사회 의장이 분리된 회사라도 사외이사가 이사회 의장을 맡는 경우는 42%로 절반에 못 미쳤다. 이사회 구성에서 중요한 가치 중 하나인 다양성 측면에서도 국내 기업의 수준은 미흡한 것으로 나타났다."
252,275,opportunity,0.07,0.2961,0.0559,1,1,1,1,1,1,0.0559,neutral,0.4195,0.7059544920921326,이사회 구조,G,이사회 구성 및 독립성,"지속가능경영을 위해 이사회의 독립성이 요구되고 있지만, 국내 상장사의 이사회 독립성은 여전히 미흡한 것으로 나타났다. 또, 이사회에 여성 이사를 보유한 회사 비율이 고작 9%에 불과해 다양성 측면에서도 아직 갈 길이 먼 것으로 조사됐다. 삼일PwC 거버넌스센터는 이 같은 내용을 담은 2023 이사회 트렌드 리포트 를 최근 발간했다고 6일 밝혔다. 보고서에 따르면, 이사회 독립성 관련 지표인 대표이사와 이사회 의장의 분리 비율은 국내 상장사 가운데 34%에 그친 것으로 집계됐다. 대표이사와 이사회 의장이 분리된 회사라도 사외이사가 이사회 의장을 맡는 경우는 42%로 절반에 못 미쳤다. 이사회 구성에서 중요한 가치 중 하나인 다양성 측면에서도 국내 기업의 수준은 미흡한 것으로 나타났다."
253,276,opportunity,0.1557,0.6652,0.121,1,1,1,1,1,1,0.121,neutral,0.9073,0.7331390380859375,기후변화·온실가스,E,기후 거버넌스·인벤토리,"탄소회계의 표준화를 위해 30개가 넘는 탄소회계 분야 조직이 모였다. 해외 미디어 에디에 따르면, 새로운 연맹의 명칭은 탄소회계연맹(Carbon Accounting Alliance)으로, 영국의 플래닛 마크(Planet Mark)와 스위스의 클라이밋파트너(ClimatePartner)가 함께 주도하고 있다. 두 업체 모두 환경 관련 컨설팅 업체다. 탄소회계 관련 조직들이 한곳에 모여 다양한 온실가스 배출량 측정 방법론, 규칙 및 배출계수 데이터베이스에 대한 표준을 만들기 위해 모였다. 연맹은 정책 입안자들과 협력해 탄소 배출량 정보 공시에 대한 규제를 개선하기 위한 활동을 개시한다. 정책 참여 활동 외에 회원 간의 지식 공유를 촉진하고 방법론 및 도구 개발을 감독한다"
254,277,opportunity,0.1474,0.542,0.1617,1,3,1,1,1,2,0.1617,neutral,0.8664,0.6256333589553833,에너지 관리,E,신재생에너지 전환,"현대자동차가 아랍에미리트(UAE) 비아그룹(BEEAH Group)과 손잡고 현지 최초 수소 트럭 시범운영에 나섰다. 29일 업계에 따르면, 현대차는 비아그룹과 UAE 내 수소 모빌리티 실증사업 추진과 탄소중립을 목표로 추가 협력 기회를 모색하기 위한 양해각서(MOU)를 체결했다. 샤르자와 두바이 2개 지역에서 수소 전기 트럭 시범 운영을 진행하고, 향후 시범 운영 결과에 따라 비아그룹이 사용 중인 내연기관 트럭을 모두 수소 트럭으로 교체할 계획이다. 한편, 현대차는 23일 현대차 울산공장에서 현대건설과 태양광 재생에너지 전력구매계약(PPA)을 체결했다. 현대차는 이번 계약에 따라 2025년까지 울산공장에 태양광 재생에너지 64메가와트( )를 조달할 계획이다."
255,278,opportunity,0.0907,0.3164,0.1087,1,1,1,1,1,1,0.1087,neutral,0.8155,0.38795438408851624,에너지 관리,E,신재생에너지 전환,이는 국내 기업이 체결한 PPA 중 최대 규모다.
256,279,opportunity,0.1381,0.5151,0.1785,3,1,1,1,1,1,0.1116,neutral,0.8369,0.6155256032943726,에너지 관리,E,신재생에너지 전환,"삼성물산이 호주 노던 테리토리 주정부와 재생에너지 발전 저장과 수소 생산을 위한 그린허브 복합단지 조성에 관한 양해각서를 체결했다. 이번 프로젝트는 태양광과 풍력에너지를 이용해 대규모로 전기를 생산하는 재생에너지 파크와 배터리 에너지 저장 시스템, 녹색 수소 생산 시스템, 그리고 관련된 송전 인프라를 포함한다. 삼성물산은 또, 이번 프로젝트의 일환으로 실질적인 제조 허브를 구축할 계획이다. 풍력 및 태양광 발전소의 생산량은 삼성 계열사를 포함해 100% 재생 가능 에너지로 전환하는 제조 부문 내 회사에 전달될 예정이다. 이번 노던 테리토리 그린허브 프로젝트는 삼성물산의 호주 친환경 에너지 시장 공략의 핵심 프로젝트로 평가됐다."
257,280,opportunity,0.1497,0.6302,0.1215,1,1,1,1,1,1,0.1215,neutral,0.9114,0.691466748714447,에너지 관리,E,신재생에너지 전환,"탄소포집 기술을 개발하고 있는 카본에너지 가 미래과학기술지주, 라이징에스벤처스, 로우파트너스로부터 시드 라운드 투자를 유치했다. 금액은 비공개다. 카본에너지는 B2B 형태로 기업들의 탄소중립(Net-Zero)과 RE100 달성을 위해서 공정에 사용가능한 재생에너지와 탄소감축량을 동시에 제공하는 서비스를 제공할 계획이다."
258,281,opportunity,0.1031,0.3382,0.1634,3,1,1,1,1,1,0.1021,neutral,0.7659,0.4415220320224762,에너지 관리,E,신재생에너지 전환,전 세계 소득 상위 10%를 차지하는 이들이 전 세계 탄소 배출량의 절반을 차지하고 있는 것으로 나타났다. 기후변화에 책임이 있는 만큼 이들을 대상으로 부유세를 매겨 저탄소 재생에너지 전환에 필요한 재원을 마련해야 한다는 주장도 나왔다. 영국의 국제구호개발기구 옥스팜은 보고서에서 2019년 기준 소득 상위 1 에 속하는 7700만명이 전 세계 탄소 배출량의 16%를 차지하고 있다고 밝혔다.
259,282,opportunity,0.1273,0.4934,0.1454,1,3,1,1,1,1,0.1039,neutral,0.7789,0.6334046721458435,기후변화·온실가스,E,Scope 3 배출량,"미국 증권거래위원회(SEC)가 온실가스 배출량 공시 요건을 완화할 방침이다. 새로 도입할 규칙에 따라 가스 배출량을 측정하기 까다로워서다. 공시로 인한 효익보다 비용만 증가한다는 비판도 거센 상황이다. 로이터통신은 소식통을 인용해, SEC가 기업 공급망에서 배출되는 온실 가스양을 공시하는 요건을 일부 완화할 방침이라고 보도했다. 특히, 기업의 가치사슬(밸류체인) 내부에서 생성되는 모든 온실가스를 측정하는 스코프3(Scope 3) 배출 공시 규제를 축소할 계획이다. 스코프3은 기업 공시에서 가장 까다로운 영역으로 평가받는다. 기업이 직접 통제할 수 없는 영역 밖에서 나오는 온실가스 배출량도 측정해야 해서다. SEC 내부에서도 스코프3을 철회해야 한다는 비판이 나왔다."
260,283,opportunity,0.1283,0.4719,0.1572,1,1,2,1,1,1,0.121,neutral,0.9072,0.5201765894889832,에너지 관리,E,신재생에너지 전환,"전략 원자재는 신재생에너지, 디지털, 항공우주, 방위 기술 등 핵심 산업 분야에 사용되는 원자재 중 수요와 공급망 차질 위험 등을 고려해 설정한 것으로 별도 규정을 적용받게 된다. EU는 이미 전략 원자재로 분류된 천연 흑연 외에 향후 합성 흑연도 추가하는 방안을 검토 중이다. 이 밖에 신규 원자재 추출 프로젝트에 대해서는 최대 27개월 이내, 가공 재활용 프로젝트는 15개월 이내로 사업 허가에 걸리는 기간을 대폭 단축하는 방안도 합의됐다."
261,284,opportunity,0.1507,0.5396,0.225,3,3,1,1,1,1,0.1125,neutral,0.8437,0.6395595669746399,에너지 관리,E,신재생에너지 전환,"현대건설이 유럽 최대 에너지 기업과 손잡고 신재생에너지 발전사업 확장에 나섰다. 현대건설은 지난 14일 알더블유이 오프쇼어 윈드(RWE Offshore Wind GmbH, 이하 RWE)와 해상풍력발전 및 그린수소사업 공동개발 에 대한 전략적 업무협약(MOU)을 체결했다고 15일 밝혔다. 이번 협약을 통해 양사는 국내 해상풍력발전사업 공동개발 양사가 개발 중인 사업의 상호 간 참여기회 도모 그린수소를 포함한 신에너지 분야 신규사업 모색 등에 긴밀하게 협력할 계획이다. 양사는 국내 해상풍력발전시장에 대한 현대건설의 경험 및 네트워크와 RWE의 글로벌 해상풍력발전단지 개발 및 운영 노하우를 바탕으로 국내 해상풍력발전사업 공동개발에 협력해 글로벌 시장으로 그 범위를 확대해 나갈 예정이다."
262,285,opportunity,0.1052,0.389,0.1144,1,1,1,1,1,1,0.1144,neutral,0.8583,0.45322614908218384,에너지 관리,E,신재생에너지 전환,"이번 펀드는 해외에서 진행되는 인프라 사업에 투자한다는 점에서 기존의 해외 인프라 펀드와 유사하지만, 탄소배출권을 확보할 수 있는 사업으로 투자 대상이 한정된다는 점에서 차이가 있다. 투자 대상은 태양광 발전 등 탄소배출권을 확보할 수 있는 해외 친환경 사업이 우선 꼽혔다."
263,286,risk,0.1715,0.5826,0.1919,3,1,1,1,2,2,0.2399,neutral,0.8995,0.6476724147796631,에너지 관리,E,신재생에너지 전환,"2000억원 규모의 기업 재생에너지 펀드가 나왔다. 한국에너지공단은 국내기업의 RE100(재생에너지 100%) 이행지원 및 재생에너지 민간투자 활성화를 위해 기업 재생에너지 펀드를 조성한다고 2일 밝혔다. 펀드는 공단의 녹색 프리미엄 재원 2000억원과 국책은행인 IBK기업은행의 투자금 500억원으로 모( )펀드를 조성하고, 공모를 통해 선정된 KDB인프라자산운용이 모펀드를 운용한다."
264,287,risk,0.148,0.5832,0.1194,1,1,1,1,1,2,0.1671,neutral,0.8952,0.6514232158660889,에너지 관리,E,신재생에너지 전환,"현대건설이 재생에너지 전력중개거래 분야 신사업 추진 보폭을 넓히고 있다. 현대건설은 최근 인천남동산업단지 에너지자급자족 인프라 구축 및 운영사업의 본격 착수를 위한 협약을 체결했다고 22일 밝혔다. 인천테크노파크를 주관기관으로, 현대건설(발전 인프라 구축) KT(에너지 관리시스템 구축) 유호스트(고효율화 설비 구축) 등이 컨소시엄으로 참여한다. 이 사업에서 현대건설은 발전 인프라 구축사업의 총괄 리더로서, 인천 내 유수의 태양광 회사인 JH에너지 원광에스앤티와 함께 재생에너지 발전설비 구축 운영, 재생에너지 전력거래를 담당한다. 한편, 이번 에너지자급자족사업에 현대건설은 산업단지 최초로, 온사이트 PPA(On-Site PPA) 거래방식을 도입한다."
265,288,risk,0.1567,0.4402,0.2153,3,3,1,1,3,2,0.2799,neutral,0.8074,0.5452408194541931,이사회 구조,G,이사회 구성 및 독립성,"기업의 25% 만이 ESG 공시 준비가 된 것으로 나타났다. 세계적인 종합 회계 컨설팅 기업인 KPMG가 전세계 750개 기업의 ESG 담당 최고 경영진과 이사회 구성원을 대상으로 ESG 공시 준비지수(KPMG ESG Assurance Maturity Index 2023) 를 설문 조사한 결과, 글로벌 기업 중 75%가 ESG 데이터 인증 및 새로운 규제 대응에 아직 많은 과제가 남았다고 답했다. 매출이 100억달러(약 13조5700억원) 이상의 규모가 큰 기업은 ESG 정보공시 준비(56.3점)가 상대적으로 잘 되어 있는 것으로 조사됐다."
266,289,risk,0.1567,0.4402,0.2153,3,3,1,1,3,2,0.2799,neutral,0.8074,0.5452408194541931,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"기업의 25% 만이 ESG 공시 준비가 된 것으로 나타났다. 세계적인 종합 회계 컨설팅 기업인 KPMG가 전세계 750개 기업의 ESG 담당 최고 경영진과 이사회 구성원을 대상으로 ESG 공시 준비지수(KPMG ESG Assurance Maturity Index 2023) 를 설문 조사한 결과, 글로벌 기업 중 75%가 ESG 데이터 인증 및 새로운 규제 대응에 아직 많은 과제가 남았다고 답했다. 매출이 100억달러(약 13조5700억원) 이상의 규모가 큰 기업은 ESG 정보공시 준비(56.3점)가 상대적으로 잘 되어 있는 것으로 조사됐다."
267,290,opportunity,0.0826,0.2311,0.1602,1,3,2,1,1,1,0.0942,neutral,0.7068,0.3269333243370056,에너지 관리,E,신재생에너지 전환,"세계 광산업계에서 구리에 대한 초과 수요 현상이 장기간 심화할 것이란 우려를 제기했다. 재생에너지 전환이 급속도로 이뤄지면서 구리 수요가 공급을 크게 앞지를 것이란 이유다. 고금리 장기화로 자본 조달 비용이 증가하면서, 신규 광산을 개발하는 속도도 더뎌지고 있다는 지적이 나오고 있다."
268,291,opportunity,0.1016,0.3299,0.1511,1,1,2,1,1,1,0.1163,neutral,0.8719,0.37831589579582214,안전보건,S,사업장 안전보건 관리체계,"유럽연합(EU)이 반도체와 인공지능(AI) 등 첨단기술에 대한 위험성 평가를 시작했다. 사실상 중국을 겨냥한 수출 및 투자 제한 검토로, 유럽의 대중 전략 핵심인 디리스킹(위험 제거) 을 본격화한 것으로 풀이된다. EU는 27개 회원국과 함께 연말까지 위험성 평가를 마친 후, 내년에 구체적인 대응에 나서기로 했다."
269,292,opportunity,0.1651,0.6096,0.2339,3,3,1,1,1,1,0.1169,neutral,0.877,0.6951333284378052,에너지 관리,E,신재생에너지 전환,"TSMC가 2040년 RE100(재생에너지로 전력 100% 충당)을 조기 달성하겠다고 밝혔다. TSMC는 당초 계획했던 2050년보다 10년 앞당겨 RE100을 구축할 계획이라고 말했다. 또, 2030년 전사 재생에너지 소비 목표를 전체의 40%에서 60%로 상향 조정했다. 유럽연합(EU) 등 해외 국가 관련 규제에 맞춰 향후 반도체 수출, 해외 진출, 해외 투자 유치 등에 지장을 최소화하려는 시도로 풀이된다. TSMC는 세계 최대 재생 에너지 기업과 전력 구매 계약을 체결했다고 밝혔다. 신재생에너지와 산업용 전력소비를 매칭하는 플랫폼을 구축하고 20년 장기 2만 기가와트시(GWh) 규모 신재생에너지 공동 계약도 체결했다."
270,293,opportunity,0.1542,0.6604,0.1187,1,1,1,1,1,1,0.1187,neutral,0.8903,0.7417747378349304,에너지 관리,E,신재생에너지 전환,"윤석열 대통령이 국제연합(UN) 총회에서 원전, 수소를 포함한 CFE(무탄소에너지) 국제 플랫폼 CF 연합을 제안했다. 재생에너지에서 무탄소 에너지원으로 범위를 넓혀 RE100을 보완하는 내용이다. RE100(재생에너지 100% 사용)만으론 탄소중립을 달성하기 어렵다는 현실적 진단을 토대로, 전 세계에 대안을 던진 것으로 풀이된다. CF연합은 크게 CFE 투자 촉진 CFE 이행 검증 체계 및 국제표준 확립 공적개발원조(ODA) 등 개발도상국 접근성 확보 등 세 가지 방향을 모색한다. 산업통상자원부 관계자는 인증제도의 체계적인 실행과 관련 산업의 인프라 구축, 국제회의와 양자 다자협의 채널을 활용한 국가 간 협력과 규범 정립을 통해 CF연합의 활동을 적극적으로 지원해 나갈 계획이라고 밝혔다."
271,294,risk,0.1545,0.4708,0.2109,3,2,1,1,2,2,0.2343,neutral,0.8787,0.5357533693313599,에너지 관리,E,신재생에너지 전환,"HD현대의 태양광 부문 계열사인 HD현대에너지솔루션이 아프리카 시장 공략에 속도를 내고 있다. HD현대에너지솔루션은 포르투갈 MCA 와 1300MW 규모의 태양광 모듈 공급 계약을 체결했다고 밝혔다. 총 수주 금액은 422억원으로, 이번 계약에 따라 HD현대에너지솔루션은 2024년 2월까지 MCA에 태양광 모듈 20만여 장을 공급한다. MCA는 해당 제품을 약 300MW 규모 태양광 발전단지 조성 사업(Solar 프로젝트)에 사용할 예정이다. 해당 사업은 앙골라 지역 60개 마을 약 20만 가구에 전기를 공급하는 프로젝트로, 앙골라 정부가 주도해 2025년 말 완공된다."
272,295,opportunity,0.1326,0.4901,0.1662,1,3,1,1,1,1,0.1187,neutral,0.8905,0.5503386855125427,기후변화·온실가스,E,Scope 3 배출량,"SK에코플랜트가 미국 1위 폐기물 기업 웨이스트 매니지먼트와 손잡고, 폐기물 에너지화 리사이클링 등 고부가가치 업스트림(Upstream) 사업 확대에 나섰다. 박경일 SK에코플랜트 사장은 최근 방한한 제임스 피시(Jim Fish) 웨이스트 매니지먼트 CEO를 비롯해 복수의 C레벨 경영진과 비공개로 회동했다. 이번 만남은 웨이스트 매니지먼트의 요청으로 이뤄졌으며, 국내 기업 중 유일하게 SK에코플랜트만 만난 것으로 파악됐다. 업계 관계자는 웨이스트 매니지먼트는 최근 폐기물 자원화 사업을 확대하고 있으며, 신사업 발굴 차원으로 해외 출장에 나선 상황이라고 전했다. SK에코플랜트는 지난해 매출액 기준 국내 1위 환경기업이다."
273,296,opportunity,0.1179,0.451,0.12,1,1,1,1,1,1,0.12,neutral,0.8998,0.501168429851532,기후변화·온실가스,E,Scope 3 배출량,"특히, 자회사 테스(TES)와 DY폴리머 등을 통해 폐기물을 다시 에너지화 자원화하는 업스트림 사업에 투자를 늘리고 있다."
274,297,opportunity,0.1211,0.4176,0.1703,1,3,1,1,1,1,0.1217,neutral,0.9124,0.45773130655288696,인적자원 관리,S,다양성 및 형평성 (DEI),"정부가 역대 처음으로 가을철에 전력 계통 안정화 대책을 수립했다. 이달 추석 연후 전주부터 11월 초까지 대책 기간으로 설정했다. 정부가 가을철 경부하기를 대상으로 전국 단위의 계통 안정화 대책을 수립한 것은 이번이 처음이다. 산업부는 추석 연휴가 시작되기 전 주인 오는 23일부터 11월 5일까지를 대책 기간으로 설정했다. 대책 기간이 오기 전에 한빛 2호기 한울 6호기 등 원전 계획예방정비 일정을 조정해, 추석 특수 경부하 기간 정비를 시행한다. 이 같은 조치에도 불구하고 발전기 출력제어가 필요하면, 경제 안전 형평성 등을 감안해 출력제어를 이행할 계획이다."
275,298,opportunity,0.1257,0.4744,0.1421,1,2,1,1,1,1,0.1184,neutral,0.8881,0.534217357635498,에너지 관리,E,신재생에너지 전환,"삼성물산 상사부문의 미국 신재생 에너지 법인 삼성 C T 리뉴어블스가 현지 신재생 에너지 개발 투자 회사 선레이서 리뉴어블스와 미국 남부 텍사스주 3GW 규모 태양광 ESS(에너지저장장치) 프로젝트 매각과 개발 서비스 계약을 체결했다고 밝혔다. 삼성물산은 텍사스 지역에 부지 사용권 확보, 전력 계통 연계 검토 등 초 중기 개발 과정에 있는 총 15개 프로젝트(6개 태양광 약 1GW, 9개 ESS 약 2GW)를 선레이서에 일괄 매각하는 동시에, 태양광 발전소 착공 전까지 필요한 각종 평가 인허가 취득 등 개발 서비스를 제공할 예정이다. 양사는 2025 2026년 중 상업 운전 개시가 가능한 일정으로 프로젝트 개발을 진행할 계획이며, 향후 미국 시장 내 협력을 확대해 나갈 계획이다."
276,299,risk,0.1447,0.5739,0.1151,1,1,1,1,1,2,0.1611,neutral,0.8629,0.6650747656822205,에너지 관리,E,신재생에너지 전환,"현대건설이 전력중개거래사업을 본격 추진하며 탄소중립경영 가속화에 나서. 현대건설은 지난 8일 에너지 IT 스타트업 식스티헤르츠(60 ) 와 지분투자를 통한 전략적 파트너십을 체결했다고 밝혔다. 이번 파트너십을 통해, 현대건설은 전력중개거래에 필수적인 기술 및 상품 모델을 공동개발 해 에너지 거래 통합 IT 플랫폼을 마련할 방침이다. 식스티헤르츠는 재생에너지 발전량 예측 및 VPP 소프트웨어 개발에 주력하는 기후테크 스타트업으로 CES 2023 혁신상 , 범정부 공공데이터 활용 창업경진대회 대통령상 을 수상하는 등 에너지 분야 IT 기술 부문에서 높은 평가를 받고 있다. 현대건설은 이번 파트너십을 통해 민간의 직접 PPA 를 포함한 전력거래 자동화 IT 플랫폼을 국내 최초로 구현할 계획이다."
