idx,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text,review_needed,review_reason
155,context,0.2237,0.3971,0.1304,1,1,1,1,,,,neutral,0.9777,0.40612107515335083,인적자원 관리,S,다양성 및 형평성 (DEI),"로이터통신의 10일 보도에 따르면 미국의 보수단체 국립공공정책연구소(National Center for Public Policy)는 애플의 인종 다양성과 양성평등, 포용성 정책(DEI policies)에 이의를 제기하며 이 정책에 대해 보수단체의 컨설팅을 받아야 한다는 주주제안을 냈다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
156,context,0.3227,0.6749,0.1331,1,1,1,1,,,,neutral,0.9982,0.6761528253555298,에너지 관리,E,신재생에너지 전환,K-RE100은 국내 기업의 자발적인 재생에너지 사용 촉진과 국내 재생에너지 확대에 기여하기 위해 2021년부터 시행된 제도다. 녹색프리미엄은 K-RE100 이행방안 가운데 하나다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
157,opportunity,0.3811,0.5038,0.3413,1,2,1,1,,,,positive,0.8533,0.5904684066772461,인적자원 관리,S,다양성 및 형평성 (DEI),"효성은 대 중소기업 상생협력기금을 활용해 협력사의 에너지 사용량 절감과 친환경 인증 획득을 지원하는 등 ESG 경영을 돕는다. 농어촌 상생협력기금으로는 친환경 기술을 적용한 제품을 농어촌 지역에 지원하고, 바다 생물 다양성 보전을 위한 잘피숲 관리 활동 등을 펼칠 계획이다.",TRUE,재무영향낮음(잠재규모1·가능성1)
158,context,0.2334,0.3801,0.1729,1,1,2,1,,,,neutral,0.9976,0.3810370862483978,인적자원 관리,S,다양성 및 형평성 (DEI),식품회사들이 앞다퉈 식물 기반 대체 참치를 생산하는 것도 이런 이유다. 참치는 해양 생태계의 먹이사슬 최정점에 있어 중금속에 노출될 가능성이 높은 대표적인 어종으로 지적돼 왔다. 실제 네슬레는 뷰나를 출시하면서 식물성 참치가 지속가능한 식물성 대체 해산물을 통해 해양 어류 자원의 남획을 줄이고 해양 생물 다양성 보호에 도움이 될 뿐 아니라 특히 중금속인 수은 위험이 없다는 장점이 있다 고 소개한 바 있다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
159,context,0.3197,0.666,0.1333,1,1,1,1,,,,neutral,0.9997,0.6662266850471497,에너지 관리,E,신재생에너지 전환,"스코프 1에 해당하는 직접 배출 탄소량 관리를 위해 HD한국조선해양은 시운전 선박과 운송용 차량에 쓰이는 연료를 수소, 메탄올, 암모니아와 같은 저탄소 연료로 대체하기로 했다. 스코프 2로 분류되는 사업장 내 간접 배출은 크레인 등의 핵심 부품을 교체해 전력 소모량을 줄이고, 조선소 내 LED 조명을 설치하는 방식으로 관리할 계획이다. 또 태양광과 풍력을 활용한 자가발전과 전력구매계약 등을 통해 2050년까지 RE100(재생에너지 100%)도 달성할 방침이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
160,context,0.1954,0.3536,0.1102,1,1,1,1,,,,neutral,0.8262,0.42801427841186523,에너지 관리,E,신재생에너지 전환,로이터에 따르면 미국의 태양광 발전 사업자 협회 SEIA(Solar Energy Industries Association)는 미국에서 조립되는 모듈을 사용하면 모둘에 사용된 셀의 원산지와 상관없이 사업자가 추가적인 세액공제 혜택을 받아야 한다고 주장한다. 셀은 최소 단위의 태양전지를 말한다. 셀이 모여 모듈이 된다. 미국에서 생산되는 셀이 없기 때문에 미국에서 생산된 셀을 사용해야 미국산으로 인정 받을 수 있다면 아무도 혜택을 받을 수 없다고 협회는 주장한다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
161,context,0.2442,0.4236,0.16,1,2,1,1,,,,neutral,0.9999,0.42364099621772766,에너지 관리,E,신재생에너지 전환,"태양광과 풍력 등 신재생에너지 설비가 풍부한 호남권은 봄 가을처럼 전력 소비가 적은 기간에 전기가 남는다. 남는 전기는 전력 수요가 많은 수도권으로 전송해야 하지만, 두 지역을 연결하는 송전선로가 매우 부족한 실정이다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
162,context,0.3079,0.5464,0.2333,3,3,1,1,,,,neutral,0.875,0.624431848526001,기후변화·온실가스,E,Scope 1·2 배출량,"그렇지만 세부적으로 보면, KT가 지난해 배출한 온실가스 배출량(Scope1 Scope2)은 110만8658tCO2eq(이산화탄소 환산 톤)으로 전년(107만2387tCO2eq) 대비 3.4%가 증가했다. KT는 통신사업자 특성상 생산설비를 갖춘 제조업보다 직접 배출하는 온실가스 배출량은 많지 않다. KT의 경우, 전체 온실가스 배출량 가운데 97%가량이 간접 배출량인 Scope2로 전국 건물, 통신국사, 유 무선 네트워크 장비의 전기 소비에 해당된다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
163,context,0.2349,0.4263,0.1319,1,1,1,1,,,,neutral,0.9892,0.43091505765914917,에너지 관리,E,신재생에너지 전환,대학 소유의 퇴비화 공장은 2009년에 문을 열었다. 공장 가동에 쓰이는 에너지는 옥상 태양광 발전으로 75%를 충족한다. 시설에서 소용되는 물은 빗물 수확 시스템으로 공급한다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
164,context,0.2858,0.569,0.1333,1,1,1,1,,,,neutral,0.9998,0.5691431164741516,에너지 관리,E,신재생에너지 전환,대한상의 그린에너지지원센터는 한국에너지공단으로부터 RE100 컨설팅 데스크 운영기관으로 지정돼 기업을 위한 맞춤형 컨설팅을 시작한다고 4일 밝혔다. 상의는 특히 자체적인 ESG경영 계획 수립이 어려운 중소 중견기업을 대상으로 활용방안 제시와 맞춤형 교육 등 전 과정을 지원한다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
165,context,0.3004,0.6108,0.1333,1,1,1,1,,,,neutral,0.9999,0.6108651161193848,에너지 관리,E,신재생에너지 전환,"한편, 국내에선 가스레인지 사용 규제 논의는 거의 없는 상태다, 다만 가스레인지 규제 시 온실가스 절감 효과 연구는 있다. 2021년 대한전기학회 학술대회에서 발표된 가정용 도시가스의 전기화에 따른 온실가스 배출영향 분석을 보면, 2030년 가정용 가스레인지와 가스보일러를 전기 기기로 바꾸고, 태양광 발전으로 생산한 전기를 사용하면 이산화탄소 2912만 톤을 감축할 수 있다고 분석됐다. 이는 2030년 온실가스 감축 목표치 4억3600만 톤의 약 7%에 해당한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
166,context,0.3165,0.6568,0.1332,1,1,1,1,,,,neutral,0.999,0.6574322581291199,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,ESG 공시 내용에 대한 제3자 인증에 대해서는 제한적 인증을 의무화하는 방안이 제시됐다. 그는 제한적(limited assurance) 수준으로 인증 의무를 부과하고 합리적 확신(reasonable assurance) 수준으로의 상향은 추후 검토 가 필요하다고 말하고 인증인의 전문성과 투명성을 높이고 이해상충 방지를 위한 규율체계 확립 도 필요하다고 말했다. 그는 특히 법정 공시로 전환 후에는 인증기관의 진입과 행위 규제가 법제화돼야 한다고 덧붙였다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
167,context,0.2445,0.355,0.2406,3,3,1,1,,,,neutral,0.9023,0.393436998128891,에너지 관리,E,신재생에너지 전환,로이터통신에 따르면 미국 재무부가 12일 공개한 가이드라인은 태양광 모듈과 트랙커 인버터를 포함한 태양광 발전 시설에 필요한 부품 중 전체의 40%만 미국산을 사용하면 미국산 사용 기준을 충족할 수 있다는 내용을 담고 있다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
168,context,0.2541,0.4784,0.1333,1,1,1,1,,,,neutral,0.9999,0.4784165024757385,에너지 관리,E,신재생에너지 전환,"벡스코 제1전시장에서는 뿌리산업전, 수송기계 운반 물류 국제유공압기술전, 금형산업전, 기계기술전, 공구 제어계측기기전, 부품 소재산업전, 신재생에너지 환경산업전, 미세먼지 저감 특별전을 운영한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
169,context,0.2344,0.4221,0.1333,1,1,1,1,,,,neutral,0.9994,0.42236483097076416,에너지 관리,E,신재생에너지 전환,"애플이나 델 등도 온실가스 배출량 감축과 재생에너지 전환에 대한 구체적인 목표를 제시한 상황이다. RE100에 대비한 기술 개발이나 투자확대가 필요하다는 얘기인데, 당장 해결하는 건 매우 어렵다는 게 국내 기업들의 당면하고 있는 엄혹한 현실이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
170,context,0.2074,0.4391,0.0827,1,1,1,1,,,,neutral,0.6205,0.7076781392097473,기후변화·온실가스,E,Scope 1·2 배출량,"기업의 공시가 계열사를 넘어 협력사 공급망까지 확대된다는 건 보통 힘든 일이 아니다. 예컨대 온실가스(GHG)의 경우 Scope 1은 기업의 공장이나 사무실에서 직접배출로서 에너지 효율과 공정 개선, 친환경 연료 사용 등으로 어느 정도 통제가 가능하다.",TRUE,낮은신뢰도(0.621) | 감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
171,context,0.3837,0.6354,0.3465,3,3,3,1,,,,neutral,0.9996,0.6356674432754517,기후변화·온실가스,E,Scope 3 배출량,"가장 큰 문제는 공급망실사법이 강조하는 Scope 3 즉 기업이나 조직이 소유하지는 않으나 공급망 전체에서 발생하는 간접 온실가스이다. 배출량 감축 전략으로 공급망 관리, 친환경 제품 개발, 소비자 교육 등이 꼽히나 말처럼 쉽지가 않다. 특히 전 세계에 거미줄처럼 펼쳐져 있는 공급망을 어떻게 일일이 들여다보는 건 사실상 불가능하다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
172,context,0.3349,0.6827,0.1599,1,2,1,1,,,,neutral,0.9994,0.6831465363502502,윤리경영·준법,G,반부패 및 컴플라이언스,활동 목표는 온실가스 감축과 저탄소 자원선순환 경제 실천 인권과 노동기준 준수를 위한 행동규범 수립 역량과 성과에 따른 공정한 인사 보상체계 구축 소비자 권익과 관계기업의 성장 및 지역사회 혁신 발전 법규 준수 프로그램을 통한 반부패 문화 확산 자발적 공급망 실사와 적극적 자율공시 확대 등이다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
173,context,0.3236,0.6771,0.1333,1,1,1,1,,,,neutral,0.9999,0.677148699760437,윤리경영·준법,G,반부패 및 컴플라이언스,경기주택도시공사는 이번 세미나에서 이해충돌방지법 등 강화된 공직윤리 법령 주요 신고 상담 사례를 통한 반부패 쟁점 인권중심 기업문화 육성을 위한 경영방향 등을 주제로 부패리스크 사전 예방을 위한 토론 등을 진행했다. 또 경기주택도시공사는 향후 갑질 근절 등 인권이슈 대응을 위한 인권센터 설치를 추진키로 했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
174,context,0.2618,0.5005,0.1333,1,1,1,1,,,,neutral,0.9996,0.500713586807251,인적자원 관리,S,다양성 및 형평성 (DEI),"현재 전 세계가 온실가스 배출을 억제하기 위해 노력하고 있고, 기업들은 직장 내 다양성 및 사회 정의 같은 문제를 해결하라는 압박에 직면하면서 지금까지 ESG 분야에 투자된 돈만 약 30조 달러, 우리 돈으로 무려 4경 가까이 되는 것으로 추산된다. 투자된 돈이 이렇게 많은 만큼 그 돈을 운용할 전문가가 필요한데 수요가 공급을 따라가 주지 못한다는 것이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
175,context,0.2193,0.3792,0.1332,1,1,1,1,,,,neutral,0.9989,0.37961047887802124,에너지 관리,E,에너지 소비 및 효율화,"신세계백화점은 에너지 절감을 위해 기존에 개점 20분 전부터 켰던 백화점 내 일반 조명을 10분 전부터 켜고, 폐점 때는 10분 더 일찍 끄고 있다. 백화점 후방 시설의 일반 조명 기기는 LED 조명으로 교체하고, 승강기 회생 제동 장치도 설치할 계획이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
176,opportunity,0.4424,0.5872,0.4198,1,3,1,1,,,,positive,0.8995,0.6527724266052246,기후변화·온실가스,E,기후 거버넌스·인벤토리,"국내 금융시장에서 이 분야에 선도적 역할을 하고 있는 곳이 SK증권이다. SK증권은 단일 증권사 최초로 글로벌 금융기관 탄소배출량 측정 이니셔티브인 PCAF(Partnership for Carbon Accounting Financials, 탄소회계금융연합체) 에 가입했다고 18일 밝혔다.",TRUE,재무영향낮음(잠재규모1·가능성1)
177,context,0.2848,0.5663,0.1332,1,1,1,1,,,,neutral,0.9987,0.5670309662818909,에너지 관리,E,에너지 소비 및 효율화,삼성전자는 작년 9월 발표한 신( )환경경영전략의 일환으로 우리의 작은 불편함이 지구에 큰 힘이 됩니다라는 주제로 에너지 절감을 포함한 다양한 친환경 실천 캠페인을 하고 있다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
178,context,0.3649,0.5764,0.1718,1,1,2,1,,,,neutral,0.9909,0.5817041397094727,에너지 관리,E,신재생에너지 전환,"태양광 발전 예상 투자 규모는 3,800억 달러(503조원)로, 사상 처음으로 석유 생산 투자비 3,700억 달러(490조원)를 추월할 것으로 전망된다. 저탄소 에너지원으로의 전환 규모와 속도가 빨라지고 있다는 의미다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1)
179,opportunity,0.3047,0.3822,0.263,1,1,1,1,,,,positive,0.789,0.4844270646572113,기후변화·온실가스,E,Scope 1·2 배출량,"SK하이닉스는 혹서기 전력 사용량 폭증에 대비해 층간 이동 시 계단을 이용하고, 사용하지 않는 전기 제품의 플러그를 뽑도록 해 전기 사용량을 절감하고 있다. 현대차그룹은 자리를 비우거나 퇴근할 때 PC 모니터를 일괄적으로 끄고, 야간에는 주기적으로 소등한다. 전 세계 생산시설에서 태양광, 풍력 등 재생 에너지 사용량도 늘려나가고 있다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
180,context,0.1992,0.3217,0.1332,1,1,1,1,,,,neutral,0.9988,0.3220410645008087,인적자원 관리,S,다양성 및 형평성 (DEI),머스크가 노트북 계급 이라는 용어를 들먹이며 재택근무를 극력 반대한다고 나선 배경에 관심이 쏠린다. 어쩔 수 없이 출근해야 하는 사람들과의 형평성 문제를 염두에 둔 것 아니냐는 해석도 나온다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
181,opportunity,0.5408,0.6012,0.6607,1,3,3,1,,,,positive,0.9911,0.6066414713859558,에너지 관리,E,에너지 소비 및 효율화,한국지역난방공사(한난)는 에너지 효율혁신을 위한 에너지효율 개선 사업 강화 등을 핵심으로 하는 2023년 연간 사회공헌 사업계획 을 확정해 활동에 나선다고 30일 밝혔다.,TRUE,재무영향낮음(잠재규모1·가능성1)
182,context,0.2015,0.3327,0.1827,3,3,3,1,,,,neutral,0.5269,0.6314066648483276,기후변화·온실가스,E,Scope 1·2 배출량,"카카오는 앞서 지난해 제주 오피스를 운영하는 과정에서 사용되는 전력의 100%를 친환경 태양광 에너지로 전환했다. 카카오는 재생에너지에 대한 사회적 관심과 인식을 높이기 위해 전국 각지의 시민조합에서 직접 생산된 재생에너지 공급인증서(REC)를 구매했다. 이번 RE100 가입을 기점으로 카카오는 신규 데이터센터(IDC)와 사옥 등 사업 운영 과정에서 발생하는 전체 전력 사용량을 오는 2030년까지 60%, 2040년까지 100% 재생에너지로 전환할 계획이다. .",TRUE,낮은신뢰도(0.527) | 감정불명확 | 재무영향낮음(잠재규모1·가능성1)
183,opportunity,0.4354,0.3147,0.6505,3,3,1,1,,,,positive,0.9758,0.3225400447845459,에너지 관리,E,신재생에너지 전환,태양광 발전 시설의 핵심 부품인 태양광 셀은 전체 발전 시설 투자 비용의 30% 정도를 차지한다. 가령 중국산 태양광 셀을 100% 사용해도 다른 부품을 미국산으로 사용하면 세액공제 미국산 제품 사용에 따른 추가적인 세액공제 혜택을 받을 수 있는 길이 열린 것이다.,TRUE,재무영향낮음(잠재규모1·가능성1)
184,opportunity,0.4025,0.533,0.3322,1,1,1,1,,,,positive,0.9966,0.5347930788993835,에너지 관리,E,신재생에너지 전환,"태양광 밸류체인은 폴리실리콘, 웨이퍼, 셀, 모듈로 이루어진다. 시장의 75% 이상을 중국이 차지하고 있다. 특히 웨이퍼의 경우 중국이 전 세계 생산의 95%를 맡고 있다. 이 시장에선 융기실리콘과 TCL 증환신능원(TCL Zhonghuan Renewable Energy Technology)이 선도업체로 경쟁한다. 융기실리콘은 폴리실리콘을 제외한 웨이퍼, 셀, 모듈을 생산한다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
185,context,0.3349,0.6694,0.1732,1,1,2,1,,,,neutral,0.999,0.6700605750083923,인적자원 관리,S,다양성 및 형평성 (DEI),"예를 들어, 환경 부문에서는 기업의 과거 탄소 배출량뿐만 아니라 향후 배출량 억제 계획 청정 기술 관련 기회 포착을 위한 투자 생물 다양성 및 자연 관련 위험 관리를 종합적으로 고려한다는 것이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
186,context,0.3442,0.736,0.1333,1,1,1,1,,,,neutral,0.9999,0.7360415458679199,이사회 구조,G,이사회 구성 및 독립성,(4) 100% 사외이사로만 구성된 사외이사후보추천위원회(이하 사추위)가 최종 후보를 선발하여 주주총회에 올린다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
187,context,0.278,0.5469,0.1332,1,1,1,1,,,,neutral,0.9989,0.5475237369537354,에너지 관리,E,신재생에너지 전환,지난해 신축된 부산수학문화관은 옥상에 건물 일체형 태양광 발전시설이 설치됐다. 고효율 열펌프와 고성능 단열시공이 돼 있어 에너지자립률이 43%에 달한다. 그 결과 정부의 제로에너지 건축물 4등급 인증을 받았다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
188,context,0.3566,0.6493,0.1866,1,3,1,1,,,,neutral,0.9998,0.649391233921051,에너지 관리,E,신재생에너지 전환,"모집 분야는 건설산업 ESG(친환경 자재, 신재생에너지 활용, 순환자원 관리, 탄소저감 기술, CSR CSV, 공급망 관리) Smart Work(마케팅 수주 계약 견적 조달 분양 업무 프로세스 효율화, 자동화) DT 디지털 전환(BIM, AI, VR AR, Drone, Robotics 활용 기술, 스마트 안전) 자유주제(신기술 신공법, 신사업 아이디어 등)로 해당 분야의 전국 소재 7년 미만의 스타트업이라면 누구나 지원가능하다.",TRUE,감정불명확
189,context,0.2487,0.463,0.1333,1,1,1,1,,,,neutral,0.9996,0.4631770849227905,기후변화·온실가스,E,Scope 3 배출량,"전방(upstream)으로는 원료 생산과 원자재 공급 및 2차, 3차 협력업체까지 살필 의무가 생긴다. 원료나 원자재를 생산하는 개발도상국의 훼손된 자연이나 비참한 노동현장도 챙기라는 의미다. 예컨대 바닐라를 쓰는 아이스크림업체, 팜유를 쓰는 초콜렛업체는 바닐라나 팜유 재배농가가 열대 밀림을 훼손하지 않도록 지원할 필요가 있다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
190,context,0.2601,0.4957,0.1333,1,1,1,1,,,,neutral,0.9998,0.49577298760414124,인적자원 관리,S,다양성 및 형평성 (DEI),스키 교수는 포용성과 다양성 증진 과학적 진실성과 IPCC 보고서의 정책적 유효성 보호 기후변화에 대한 과학의 효율적 사용 등 3대 우선순위를 제시했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
191,context,0.299,0.6067,0.1333,1,1,1,1,,,,neutral,0.9999,0.6068090796470642,인적자원 관리,S,다양성 및 형평성 (DEI),"기업의 ESG경영과 관련해 최근 조용히 확산하는 게 DEI(다양성, 형평성, 포용성) 존중 기업문화다. ESG의 사회가치 및 거버넌스 요소 중 이를 최고의 덕목과 목표로 삼는 기업이 늘고 있다. 물론 기업은 자선단체가 아니다. 열심히 최고 품질의 제품과 서비스를 생산해 매출 이윤 등 재무적 성과를 높여 나가야 한다. 여기에 환경과 사회책임 등 비재무적 요소를 일상 기업경영에 접목하는 ESG는 이제 선택이 아닌 필수가 됐다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
192,opportunity,0.4245,0.5985,0.3308,1,1,1,1,,,,positive,0.9923,0.6031942963600159,에너지 관리,E,에너지 소비 및 효율화,"인텔은 2021년 약 4억 8600만 킬로와트시(kWh)의 전력을 절약하여 에너지 절약에 진전을 보였고, 총 온실가스 배출량을 전년 대비 2% 줄이는 데 성공했다. 또 에너지 절약 노력을 더욱 강화하기 위한 차원에서 시설물 에너지 절약에 약 3억 달러(약 3800억 원)를 투자하여 누적 에너지 절감액 40억 달러 kWh를 달성하는 것을 목표로 정했다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
193,context,0.3657,0.7495,0.1833,1,3,1,1,,,,neutral,0.9817,0.7634879946708679,에너지 관리,E,신재생에너지 전환,"또한 RE100 달성을 위한 실행력 강화방안으로 재생에너지 비중 상향 태양광 발전국사 지속 확대 구축 녹색요금제, PPA 등을 통한 재생에너지 확보방안 다각화를 꼽았다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
194,context,0.1939,0.3777,0.0949,1,1,1,1,,,,neutral,0.7119,0.5304937362670898,에너지 관리,E,신재생에너지 전환,"부문별 배출량을 보면 발전을 포함한 전환 부문 배출량은 지난해 2억1,390만t으로 재작년(2억2,370만t)보다 4.3% 감소했다. 원자력 신재생에너지 발전량은 늘어나고 석탄 액화천연가스(LNG) 발전량은 줄었기 때문이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
195,context,0.2535,0.477,0.1331,1,1,1,1,,,,neutral,0.9983,0.47782373428344727,에너지 관리,E,신재생에너지 전환,"AFP통신은 G20이 2030년까지 신재생에너지 용량을 3배로 늘리는 것에도 합의하지 못했다고 설명했다. 대표적 산유국인 사우디아라비아와 러시아, 중국, 남아공, 인도네시아 등은 신재생에너지 용량 확대 목표에 반대해왔다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
196,opportunity,0.4365,0.6283,0.3332,1,1,1,1,,,,positive,0.9997,0.628480076789856,에너지 관리,E,에너지 소비 및 효율화,SK온은 특정 배터리 사용을 통해 전기차와 하이브리드차의 효율 개선을 모색하는 사업 SK엔무브는 연비효율을 높이는 저점도 엔진오일 개발 사업 SK실트론은 실리콘 웨이퍼를 전력 손실을 줄일 수 있는 SCI 웨이퍼로 대체하는 사업 등에 대한 인증을 받고 있다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
197,context,0.2339,0.4279,0.1294,1,1,1,1,,,,neutral,0.9707,0.4408627450466156,기후변화·온실가스,E,Scope 3 배출량,미국과 유럽이 2030년대 말까지 배터리 소재를 원활히 조달하고 중국의 다운스트림 시장 지배력에 맞서기 위해 자체 광물 공급망을 구축하려는 야심 찬 계획을 추진하기로 한 점도 배터리 소재 가격 하락에 영향을 미친 것으로 분석됐다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
198,context,0.3154,0.6535,0.1333,1,1,1,1,,,,neutral,0.9999,0.653581976890564,이사회 구조,G,이사회 구성 및 독립성,"사회 영역에서는 최근 화두가 되는 인권 리스크에 대한 실사와 개선, 공급망 ESG 관리를 위한 노력과 제품의 품질 및 안전성을 높이는 활동들을 설명했다. 지배구조에서는 이사회 구성과 운영 등 투명하고 건전한 지배구조 구축을 위한 노력, 윤리 준법경영 관련 제도와 관리 활동 등을 소개했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
199,context,0.3031,0.6184,0.1333,1,1,1,1,,,,neutral,0.9997,0.6186028122901917,이사회 구조,G,이사회 구성 및 독립성,"케네스 국(Kenneth Kuk) WTW 업무 보상 담당 선임 이사는 이사회 구성원들은 이해관계자의 압력에 대응하는 차원에서 더 나아가서 ESG 의제를 비즈니스 전략과 적극적으로 연계하는 수준으로 진화하고 있다 면서 그 결과로 기술과 자원 격차 해소에 대한 관심이 커지고, 새로운 리스크를 감독할 필요성을 더욱 절감하고 있다 고 말했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
200,context,0.2186,0.377,0.1333,1,1,1,1,,,,neutral,0.9997,0.37707728147506714,에너지 관리,E,에너지 소비 및 효율화,비트코인은 S와 G 점수는 양호했으나 채굴에 드는 많은 에너지 소비량이 문제가 돼 종합 순위가 20위로 순위가 중간에 머물렀다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
201,context,0.3266,0.6889,0.1315,1,1,1,1,,,,neutral,0.9864,0.6983996629714966,에너지 관리,E,신재생에너지 전환,"직접 PPA 제도는 전기 사용자가 한국전력을 거치지 않고 장기 계약을 통해 재생에너지 사업자로부터 직접 전력을 구매할 수 있는 제도다. PPA 계약을 체결하려면 재생에너지 발전 설비는 1MW, 전기사용자의 수요는 300KW를 초과해야 한다. 계약 기간은 보통 15 20년이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
202,opportunity,0.4648,0.5089,0.5734,3,3,1,1,,,,positive,0.8601,0.5916193127632141,에너지 관리,E,신재생에너지 전환,"직접 PPA는 국내외에서 핵심적인 RE100 달성 수단으로 꼽힌다. 하지만 도입 초기에는 산업용 전기요금보다 높은 가격이 발목을 잡았다. 직접 PPA를 체결하면 한전의 전력망을 사용하지 않고 발전사업자가 직접 수요자에게 전력을 공급할 수 있으나, 실제로는 독자적인 전력망을 갖춘 사업자가 없어 비싼 사용료를 내고 한전의 전력망을 이용해야 한다.",TRUE,재무영향낮음(잠재규모1·가능성1)
203,context,0.2872,0.4797,0.2266,1,3,2,1,,,,neutral,0.9998,0.47979459166526794,에너지 관리,E,신재생에너지 전환,업계의 한 관계자는 ESG경제와의 통화에서 전기요금이 오르고 최근 논란이 됐던 한국전력의 PPA 전용요금제 적용이 무기 연기돼 직접PPA에 대한 관심이 폭발적으로 늘고 있다 고 전했다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
204,context,0.3019,0.5316,0.1721,1,1,2,1,,,,neutral,0.9927,0.5354634523391724,에너지 관리,E,신재생에너지 전환,그는 앞으로는 20년 정도 고정계약으로 구매하는 직접 PPA의 경제성이 높아질 것이라는 전망 때문 이라고 설명했다. 한국책임투자포럼의 RE100 담당 김태한 연구원은 RE100 가입 기업들 사이에서 (직접PPA 가격이) 지금이 가장 싸다는 얘기도 나온다 고 전했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
